Station name,FOSSEBRIDGE,,,,
Station number,0630TH,,,,
External number,---,,,,
River,River Coln,,,,
Operator,---,,,,
NGR,SP0801511237,,,,
Easting,408015,,,,
Northing,211237,,,,
Parameter-name,FQ [Flow],,,,
Parameter Type,Flow,,,,
Time series name,THM/0630TH/FQ/WDay.Mean,,,,
Time series unit,m?/s,,,,
Time level,Daily,,,,
Time series type,Other,,,,
Equidistant time series,yes,,,,
Time series value distance,1 day,,,,
Time series quality,Production,,,,
Time series measuring method,---,,,,
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00,,,,,
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace,,,,
Time stamp,Value[m?/s],State of value,Interpolation,valid[%],invalid[%]
29/11/2015,0.214,G;C,103,100,0
30/11/2015,0.211,G;C,103,100,0
01/12/2015,0.216,G;C,103,100,0
02/12/2015,0.216,G;C,103,100,0
03/12/2015,0.233,G;C,103,100,0
04/12/2015,0.239,G;C,103,100,0
05/12/2015,0.23,G;C,103,100,0
06/12/2015,0.233,G;C,103,100,0
07/12/2015,0.237,G;C,103,100,0
08/12/2015,0.247,G;C,103,100,0
09/12/2015,0.251,G;C,103,100,0
10/12/2015,0.257,G;C,103,100,0
11/12/2015,0.263,G;C,103,100,0
12/12/2015,0.279,G;C,103,100,0
13/12/2015,0.387,G;C,103,100,0
14/12/2015,0.365,G;C,103,100,0
15/12/2015,0.356,G;C,103,100,0
16/12/2015,0.389,G;C,103,100,0
17/12/2015,0.379,G;C,103,100,0
18/12/2015,0.4,G;C,103,100,0
19/12/2015,0.424,G;C,103,100,0
20/12/2015,0.456,G;C,103,100,0
21/12/2015,0.466,G;C,103,100,0
22/12/2015,0.484,G;C,103,100,0
23/12/2015,0.535,G;C,103,100,0
24/12/2015,0.622,G;C,103,100,0
25/12/2015,0.677,G;C,103,100,0
26/12/2015,0.725,G;C,103,100,0
27/12/2015,0.829,G;C,103,100,0
28/12/2015,0.879,G;C,103,100,0
29/12/2015,0.863,G;C,103,100,0
30/12/2015,1.02,G;C,103,100,0
31/12/2015,1.36,G;C,103,100,0
01/01/2016,1.35,G;C,103,100,0
02/01/2016,1.42,G;C,103,100,0
03/01/2016,1.58,G;C,103,100,0
04/01/2016,1.66,G;C,103,100,0
05/01/2016,1.64,G;C,103,100,0
06/01/2016,1.65,G;C,103,100,0
07/01/2016,1.75,G;C,103,100,0
08/01/2016,1.74,G;C,103,100,0
09/01/2016,1.76,G;C,103,100,0
10/01/2016,1.78,G;C,103,100,0
11/01/2016,1.81,G;C,103,100,0
12/01/2016,1.78,G;C,103,100,0
13/01/2016,1.75,G;C,103,100,0
14/01/2016,1.74,G;C,103,100,0
15/01/2016,1.7,G;C,103,100,0
16/01/2016,1.66,G;C,103,100,0
17/01/2016,1.65,G;C,103,100,0
18/01/2016,1.64,G;C,103,100,0
19/01/2016,1.58,G;C,103,100,0
20/01/2016,1.53,G;C,103,100,0
21/01/2016,1.5,G;C,103,100,0
22/01/2016,1.49,G;C,103,100,0
23/01/2016,1.48,G;C,103,100,0
24/01/2016,1.46,G;C,103,100,0
25/01/2016,1.41,G;C,103,100,0
26/01/2016,1.35,G;C,103,100,0
27/01/2016,1.45,G;C,103,100,0
28/01/2016,1.43,G;C,103,100,0
29/01/2016,1.44,G;C,103,100,0
30/01/2016,1.59,G;C,103,100,0
31/01/2016,1.57,G;C,103,100,0
01/02/2016,1.56,G;C,103,100,0
02/02/2016,1.56,G;C,103,100,0
03/02/2016,1.55,G;C,103,100,0
04/02/2016,1.54,G;C,103,100,0
05/02/2016,1.48,G;C,103,100,0
06/02/2016,1.7,G;C,103,100,0
07/02/2016,1.98,G;C,103,100,0
08/02/2016,2.12,G;C,103,100,0
09/02/2016,2.3,G;C,103,100,0
10/02/2016,2.3,G;C,103,100,0
11/02/2016,2.31,G;C,103,100,0
12/02/2016,2.3,G;C,103,100,0
13/02/2016,2.28,G;C,103,100,0
14/02/2016,2.19,G;C,103,100,0
15/02/2016,2.1,G;C,103,100,0
16/02/2016,2.04,G;C,103,100,0
17/02/2016,2.01,G;C,103,100,0
18/02/2016,1.96,G;C,103,100,0
19/02/2016,1.89,G;C,103,100,0
20/02/2016,1.83,G;C,103,100,0
21/02/2016,1.79,G;C,103,100,0
22/02/2016,1.71,G;C,103,100,0
23/02/2016,1.65,G;C,103,100,0
24/02/2016,1.59,G;C,103,100,0
25/02/2016,1.55,G;C,103,100,0
26/02/2016,1.53,G;C,103,100,0
27/02/2016,1.47,G;C,103,100,0
28/02/2016,1.44,G;C,103,100,0
29/02/2016,1.4,G;C,103,100,0
01/03/2016,1.4,G;C,103,100,0
02/03/2016,1.36,G;C,103,100,0
03/03/2016,1.34,G;C,103,100,0
04/03/2016,1.34,G;C,103,100,0
05/03/2016,1.3,G;C,103,100,0
06/03/2016,1.27,G;C,103,100,0
07/03/2016,1.21,G;C,103,100,0
08/03/2016,1.22,G;C,103,100,0
09/03/2016,1.67,G;C,103,100,0
10/03/2016,1.58,G;C,103,100,0
11/03/2016,1.49,G;C,103,100,0
12/03/2016,1.49,G;C,103,100,0
13/03/2016,1.48,G;C,103,100,0
14/03/2016,1.46,G;C,103,100,0
15/03/2016,1.44,G;C,103,100,0
16/03/2016,1.4,G;C,103,100,0
17/03/2016,1.37,G;C,103,100,0
18/03/2016,1.34,G;C,103,100,0
19/03/2016,1.3,G;C,103,100,0
20/03/2016,1.27,G;C,103,100,0
21/03/2016,1.22,G;C,103,100,0
22/03/2016,1.21,G;C,103,100,0
23/03/2016,1.2,G;C,103,100,0
24/03/2016,1.15,G;C,103,100,0
25/03/2016,1.14,G;C,103,100,0
26/03/2016,1.16,G;C,103,100,0
27/03/2016,1.23,G;C,103,100,0
28/03/2016,1.65,G;C,103,100,0
29/03/2016,1.45,G;C,103,100,0
30/03/2016,1.42,G;C,103,100,0
31/03/2016,1.41,G;C,103,100,0
01/04/2016,1.41,G;C,103,100,0
02/04/2016,1.39,G;C,103,100,0
03/04/2016,1.38,G;C,103,100,0
04/04/2016,1.36,G;C,103,100,0
05/04/2016,1.33,G;C,103,100,0
06/04/2016,1.31,G;C,103,100,0
07/04/2016,1.32,G;C,103,100,0
08/04/2016,1.29,G;C,103,100,0
09/04/2016,1.27,G;C,103,100,0
10/04/2016,1.23,G;C,103,100,0
11/04/2016,1.36,G;C,103,100,0
12/04/2016,1.31,G;C,103,100,0
13/04/2016,1.22,G;C,103,100,0
14/04/2016,1.25,G;C,103,100,0
15/04/2016,1.27,G;C,103,100,0
16/04/2016,1.29,G;C,103,100,0
17/04/2016,1.24,G;C,103,100,0
18/04/2016,1.21,G;C,103,100,0
19/04/2016,1.17,G;C,103,100,0
20/04/2016,1.13,G;C,103,100,0
21/04/2016,1.12,G;C,103,100,0
22/04/2016,1.11,G;C,103,100,0
23/04/2016,1.09,G;C,103,100,0
24/04/2016,1.04,G;C,103,100,0
25/04/2016,1.03,G;C,103,100,0
26/04/2016,0.988,G;C,103,100,0
27/04/2016,0.974,G;C,103,100,0
28/04/2016,0.965,G;C,103,100,0
29/04/2016,0.949,G;C,103,100,0
30/04/2016,0.916,G;C,103,100,0
01/05/2016,0.9,G;C,103,100,0
02/05/2016,0.885,G;C,103,100,0
03/05/2016,0.864,G;C,103,100,0
04/05/2016,0.805,G;C,103,100,0
05/05/2016,0.791,G;C,103,100,0
06/05/2016,0.782,G;C,103,100,0
07/05/2016,0.775,G;C,103,100,0
08/05/2016,0.73,G;C,103,100,0
09/05/2016,0.723,G;C,103,100,0
10/05/2016,0.736,G;C,103,100,0
11/05/2016,0.964,G;C,103,100,0
12/05/2016,0.829,G;C,103,100,0
13/05/2016,0.745,G;C,103,100,0
14/05/2016,0.721,G;C,103,100,0
15/05/2016,0.713,G;C,103,100,0
16/05/2016,0.682,G;C,103,100,0
17/05/2016,0.68,G;C,103,100,0
18/05/2016,0.68,G;C,103,100,0
19/05/2016,0.664,G;C,103,100,0
20/05/2016,0.628,G;C,103,100,0
21/05/2016,0.674,G;C,103,100,0
22/05/2016,0.667,G;C,103,100,0
23/05/2016,0.64,G;C,103,100,0
24/05/2016,0.615,G;C,103,100,0
25/05/2016,0.605,G;C,103,100,0
26/05/2016,0.567,G;C,103,100,0
27/05/2016,0.564,G;C,103,100,0
28/05/2016,0.553,G;C,103,100,0
29/05/2016,0.538,G;C,103,100,0
30/05/2016,0.524,G;C,103,100,0
31/05/2016,0.536,G;C,103,100,0
01/06/2016,0.534,G;C,103,100,0
02/06/2016,0.498,G;C,103,100,0
03/06/2016,0.491,G;C,103,100,0
04/06/2016,0.486,G;C,103,100,0
05/06/2016,0.456,G;C,103,100,0
06/06/2016,0.437,G;C,103,100,0
07/06/2016,0.428,G;C,103,100,0
08/06/2016,0.423,G;C,103,100,0
09/06/2016,0.414,G;C,103,100,0
10/06/2016,0.42,G;C,103,100,0
11/06/2016,0.411,G;C,103,100,0
12/06/2016,0.45,G;C,103,100,0
13/06/2016,0.441,G;C,103,100,0
14/06/2016,0.409,G;C,103,100,0
15/06/2016,0.426,G;C,103,100,0
16/06/2016,0.445,G;C,103,100,0
17/06/2016,0.422,G;C,103,100,0
18/06/2016,0.403,G;C,103,100,0
19/06/2016,0.394,G;C,103,100,0
20/06/2016,0.472,G;C,103,100,0
21/06/2016,0.416,G;C,103,100,0
22/06/2016,0.388,G;C,103,100,0
23/06/2016,0.372,G;C,103,100,0
24/06/2016,0.367,G;C,103,100,0
25/06/2016,0.36,G;C,103,100,0
26/06/2016,0.359,G;C,103,100,0
27/06/2016,0.344,G;C,103,100,0
28/06/2016,0.332,G;C,103,100,0
29/06/2016,0.332,G;C,103,100,0
30/06/2016,0.324,G;C,103,100,0
01/07/2016,0.318,G;C,103,100,0
02/07/2016,0.304,G;C,103,100,0
03/07/2016,0.292,G;C,103,100,0
04/07/2016,0.293,G;C,103,100,0
05/07/2016,0.289,G;C,103,100,0
06/07/2016,0.279,G;C,103,100,0
07/07/2016,0.272,G;C,103,100,0
08/07/2016,0.266,G;C,103,100,0
09/07/2016,0.265,G;C,103,100,0
10/07/2016,0.262,G;C,103,100,0
11/07/2016,0.258,G;C,103,100,0
12/07/2016,0.258,G;C,103,100,0
13/07/2016,0.258,G;C,103,100,0
14/07/2016,0.241,G;C,103,100,0
15/07/2016,0.226,G;C,103,100,0
16/07/2016,0.223,G;C,103,100,0
17/07/2016,0.221,G;C,103,100,0
18/07/2016,0.221,G;C,103,100,0
19/07/2016,0.22,G;C,103,100,0
20/07/2016,0.212,G;C,103,100,0
21/07/2016,0.181,G;C,103,100,0
22/07/2016,0.184,G;C,103,100,0
23/07/2016,0.181,G;C,103,100,0
24/07/2016,0.18,G;C,103,100,0
25/07/2016,0.18,G;C,103,100,0
26/07/2016,0.174,G;C,103,100,0
27/07/2016,0.174,G;C,103,100,0
28/07/2016,0.156,G;C,103,100,0
29/07/2016,0.169,G;C,103,100,0
30/07/2016,0.153,G;C,103,100,0
31/07/2016,0.152,G;C,103,100,0
01/08/2016,0.164,G;C,103,100,0
02/08/2016,0.195,G;C,103,100,0
03/08/2016,0.166,G;C,103,100,0
04/08/2016,0.151,G;C,103,100,0
05/08/2016,0.151,G;C,103,100,0
06/08/2016,0.15,G;C,103,100,0
07/08/2016,0.15,G;C,103,100,0
08/08/2016,0.15,G;C,103,100,0
09/08/2016,0.138,G;C,103,100,0
10/08/2016,0.128,G;C,103,100,0
11/08/2016,0.128,G;C,103,100,0
12/08/2016,0.129,G;C,103,100,0
13/08/2016,0.127,G;C,103,100,0
14/08/2016,0.126,G;C,103,100,0
15/08/2016,0.124,G;C,103,100,0
16/08/2016,0.13,G;C,103,100,0
17/08/2016,0.123,G;C,103,100,0
18/08/2016,0.13,G;C,103,100,0
19/08/2016,0.132,G;C,103,100,0
20/08/2016,0.13,G;C,103,100,0
21/08/2016,0.126,G;C,103,100,0
22/08/2016,0.124,G;C,103,100,0
23/08/2016,0.123,G;C,103,100,0
24/08/2016,0.121,G;C,103,100,0
25/08/2016,0.123,G;C,103,100,0
26/08/2016,0.12,G;C,103,100,0
27/08/2016,0.121,G;C,103,100,0
28/08/2016,0.128,G;C,103,100,0
29/08/2016,0.122,G;C,103,100,0
30/08/2016,0.119,G;C,103,100,0
31/08/2016,0.114,G;C,103,100,0
01/09/2016,0.101,G;C,103,100,0
02/09/2016,0.108,G;C,103,100,0
03/09/2016,0.114,G;C,103,100,0
04/09/2016,0.12,G;C,103,100,0
05/09/2016,0.12,G;C,103,100,0
06/09/2016,0.11,G;C,103,100,0
07/09/2016,0.098,G;C,103,100,0
08/09/2016,0.096,G;C,103,100,0
09/09/2016,0.102,G;C,103,100,0
10/09/2016,0.122,G;C,103,100,0
11/09/2016,0.116,G;C,103,100,0
12/09/2016,0.1,G;C,103,100,0
13/09/2016,0.095,G;C,103,100,0
14/09/2016,0.094,G;C,103,100,0
15/09/2016,0.101,G;C,103,100,0
16/09/2016,0.094,G;C,103,100,0
17/09/2016,0.092,G;C,103,100,0
18/09/2016,0.091,G;C,103,100,0
19/09/2016,0.091,G;C,103,100,0
20/09/2016,0.091,G;C,103,100,0
21/09/2016,0.091,G;C,103,100,0
22/09/2016,0.09,G;C,103,100,0
23/09/2016,0.093,G;C,103,100,0
24/09/2016,0.086,G;C,103,100,0
25/09/2016,0.09,G;C,103,100,0
26/09/2016,0.093,G;C,103,100,0
27/09/2016,0.09,G;C,103,100,0
28/09/2016,0.085,G;C,103,100,0
29/09/2016,0.118,G;C,103,100,0
30/09/2016,0.115,G;C,103,100,0
01/10/2016,0.118,G;C,103,100,0
02/10/2016,0.114,G;C,103,100,0
03/10/2016,0.107,G;C,103,100,0
04/10/2016,0.104,G;C,103,100,0
05/10/2016,0.088,G;C,103,100,0
06/10/2016,0.091,G;C,103,100,0
07/10/2016,0.095,G;C,103,100,0
08/10/2016,0.084,G;C,103,100,0
09/10/2016,0.082,G;C,103,100,0
10/10/2016,0.088,G;C,103,100,0
11/10/2016,0.084,G;C,103,100,0
12/10/2016,0.085,G;C,103,100,0
13/10/2016,0.082,G;C,103,100,0
14/10/2016,0.081,G;C,103,100,0
15/10/2016,0.082,G;C,103,100,0
16/10/2016,0.109,G;C,103,100,0
17/10/2016,0.094,G;C,103,100,0
18/10/2016,0.087,G;C,103,100,0
19/10/2016,0.073,G;C,103,100,0
20/10/2016,0.075,G;C,103,100,0
21/10/2016,0.084,G;C,103,100,0
22/10/2016,0.066,G;C,103,100,0
23/10/2016,0.067,G;C,103,100,0
24/10/2016,0.084,G;C,103,100,0
25/10/2016,0.076,G;C,103,100,0
26/10/2016,0.074,G;C,103,100,0
27/10/2016,0.065,G;C,103,100,0
28/10/2016,0.069,G;C,103,100,0
29/10/2016,0.063,G;C,103,100,0
30/10/2016,0.065,G;C,103,100,0
31/10/2016,0.072,G;C,103,100,0
01/11/2016,0.068,G;C,103,100,0
02/11/2016,0.068,G;C,103,100,0
03/11/2016,0.081,G;C,103,100,0
04/11/2016,0.08,G;C,103,100,0
05/11/2016,0.075,G;C,103,100,0
06/11/2016,0.075,G;C,103,100,0
07/11/2016,0.08,G;C,103,100,0
08/11/2016,0.106,G;C,103,100,0
09/11/2016,0.17,G;C,103,100,0
10/11/2016,0.155,G;C,103,100,0
11/11/2016,0.139,G;C,103,100,0
12/11/2016,0.169,G;C,103,100,0
13/11/2016,0.161,G;C,103,100,0
14/11/2016,0.142,G;C,103,100,0
15/11/2016,0.142,G;C,103,100,0
16/11/2016,0.126,G;C,103,100,0
17/11/2016,0.123,G;C,103,100,0
18/11/2016,0.127,G;C,103,100,0
19/11/2016,0.165,G;C,103,100,0
20/11/2016,0.297,G;C,103,100,0
21/11/2016,0.261,G;C,103,100,0
22/11/2016,0.247,G;C,103,100,0
23/11/2016,0.228,G;C,103,100,0
24/11/2016,0.228,G;C,103,100,0
25/11/2016,0.225,G;C,103,100,0
26/11/2016,0.22,G;C,103,100,0
27/11/2016,0.214,G;C,103,100,0
28/11/2016,0.212,G;C,103,100,0
29/11/2016,0.211,G;C,103,100,0
30/11/2016,0.196,G;C,103,100,0
01/12/2016,0.191,G;C,103,100,0
02/12/2016,0.185,G;C,103,100,0
03/12/2016,0.179,G;C,103,100,0
04/12/2016,0.173,G;C,103,100,0
05/12/2016,0.179,G;C,103,100,0
06/12/2016,0.169,G;C,103,100,0
07/12/2016,0.165,G;C,103,100,0
08/12/2016,0.164,G;C,103,100,0
09/12/2016,0.161,G;C,103,100,0
10/12/2016,0.202,G;C,103,100,0
11/12/2016,0.248,G;C,103,100,0
12/12/2016,0.219,G;C,103,100,0
13/12/2016,0.214,G;C,103,100,0
14/12/2016,0.209,G;C,103,100,0
15/12/2016,0.207,G;C,103,100,0
16/12/2016,0.199,G;C,103,100,0
17/12/2016,0.192,G;C,103,100,0
18/12/2016,0.193,G;C,103,100,0
19/12/2016,0.194,G;C,103,100,0
20/12/2016,0.197,G;C,103,100,0
21/12/2016,0.191,G;C,103,100,0
22/12/2016,0.202,G;C,103,100,0
23/12/2016,0.204,G;C,103,100,0
24/12/2016,0.204,G;C,103,100,0
25/12/2016,0.203,G;C,103,100,0
26/12/2016,0.192,G;C,103,100,0
27/12/2016,0.187,G;C,103,100,0
28/12/2016,0.186,G;C,103,100,0
29/12/2016,0.186,G;C,103,100,0
30/12/2016,0.186,G;C,103,100,0
31/12/2016,0.191,G;C,103,100,0
01/01/2017,0.211,G;C,103,100,0
02/01/2017,0.218,G;C,103,100,0
03/01/2017,0.208,G;C,103,100,0
04/01/2017,0.202,G;C,103,100,0
05/01/2017,0.195,G;C,103,100,0
06/01/2017,0.221,G;C,103,100,0
07/01/2017,0.267,G;C,103,100,0
08/01/2017,0.249,G;C,103,100,0
09/01/2017,0.246,G;C,103,100,0
10/01/2017,0.253,G;C,103,100,0
11/01/2017,0.255,G;C,103,100,0
12/01/2017,0.275,G;C,103,100,0
13/01/2017,0.276,G;C,103,100,0
14/01/2017,0.265,G;C,103,100,0
15/01/2017,0.304,G;C,103,100,0
16/01/2017,0.399,G;C,103,100,0
17/01/2017,0.425,G;C,103,100,0
18/01/2017,0.394,G;C,103,100,0
19/01/2017,0.399,G;C,103,100,0
20/01/2017,0.422,G;C,103,100,0
21/01/2017,0.429,G;C,103,100,0
22/01/2017,0.435,G;C,103,100,0
23/01/2017,0.407,G;C,103,100,0
24/01/2017,0.402,G;C,103,100,0
25/01/2017,0.399,G;C,103,100,0
26/01/2017,0.392,G;C,103,100,0
27/01/2017,0.403,G;C,103,100,0
28/01/2017,0.415,G;C,103,100,0
29/01/2017,0.446,G;C,103,100,0
30/01/2017,0.471,G;C,103,100,0
31/01/2017,0.504,G;C,103,100,0
01/02/2017,0.685,G;C,103,100,0
02/02/2017,0.725,G;C,103,100,0
03/02/2017,0.725,G;C,103,100,0
04/02/2017,0.759,G;C,103,100,0
05/02/2017,0.758,G;C,103,100,0
06/02/2017,0.782,G;C,103,100,0
07/02/2017,0.838,G;C,103,100,0
08/02/2017,0.866,G;C,103,100,0
09/02/2017,0.837,G;C,103,100,0
10/02/2017,0.822,G;C,103,100,0
11/02/2017,0.827,G;C,103,100,0
12/02/2017,0.841,G;C,103,100,0
13/02/2017,0.834,G;C,103,100,0
14/02/2017,0.818,G;C,103,100,0
15/02/2017,0.849,G;C,103,100,0
16/02/2017,0.84,G;C,103,100,0
17/02/2017,0.81,G;C,103,100,0
18/02/2017,0.79,G;C,103,100,0
19/02/2017,0.779,G;C,103,100,0
20/02/2017,0.763,G;C,103,100,0
21/02/2017,0.749,G;C,103,100,0
22/02/2017,0.74,G;C,103,100,0
23/02/2017,0.71,G;C,103,100,0
24/02/2017,0.694,G;C,103,100,0
25/02/2017,0.694,G;C,103,100,0
26/02/2017,0.688,G;C,103,100,0
27/02/2017,0.689,G;C,103,100,0
28/02/2017,0.668,G;C,103,100,0
01/03/2017,0.657,G;C,103,100,0
02/03/2017,0.637,G;C,103,100,0
03/03/2017,0.715,G;C,103,100,0
04/03/2017,0.705,G;C,103,100,0
05/03/2017,0.739,G;C,103,100,0
06/03/2017,0.716,G;C,103,100,0
07/03/2017,0.712,G;C,103,100,0
08/03/2017,0.732,G;C,103,100,0
09/03/2017,0.714,G;C,103,100,0
10/03/2017,0.703,G;C,103,100,0
11/03/2017,0.701,G;C,103,100,0
12/03/2017,0.706,G;C,103,100,0
13/03/2017,0.689,G;C,103,100,0
14/03/2017,0.679,G;C,103,100,0
15/03/2017,0.675,G;C,103,100,0
16/03/2017,0.664,G;C,103,100,0
17/03/2017,0.654,G;C,103,100,0
18/03/2017,0.657,G;C,103,100,0
19/03/2017,0.658,G;C,103,100,0
20/03/2017,0.678,G;C,103,100,0
21/03/2017,0.66,G;C,103,100,0
22/03/2017,0.709,G;C,103,100,0
23/03/2017,0.677,G;C,103,100,0
24/03/2017,0.637,G;C,103,100,0
25/03/2017,0.619,G;C,103,100,0
26/03/2017,0.601,G;C,103,100,0
27/03/2017,0.589,G;C,103,100,0
28/03/2017,0.584,G;C,103,100,0
29/03/2017,0.59,G;C,103,100,0
30/03/2017,0.584,G;C,103,100,0
31/03/2017,0.568,G;C,103,100,0
01/04/2017,0.545,G;C,103,100,0
02/04/2017,0.527,G;C,103,100,0
03/04/2017,0.521,G;C,103,100,0
04/04/2017,0.503,G;C,103,100,0
05/04/2017,0.495,G;C,103,100,0
06/04/2017,0.498,G;C,103,100,0
07/04/2017,0.494,G;C,103,100,0
08/04/2017,0.488,G;C,103,100,0
09/04/2017,0.472,G;C,103,100,0
10/04/2017,0.452,G;C,103,100,0
11/04/2017,0.442,G;C,103,100,0
12/04/2017,0.42,G;C,103,100,0
13/04/2017,0.409,G;C,103,100,0
14/04/2017,0.399,G;C,103,100,0
15/04/2017,0.392,G;C,103,100,0
16/04/2017,0.383,G;C,103,100,0
17/04/2017,0.371,G;C,103,100,0
18/04/2017,0.356,G;C,103,100,0
19/04/2017,0.349,G;C,103,100,0
20/04/2017,0.346,G;C,103,100,0
21/04/2017,0.34,G;C,103,100,0
22/04/2017,0.339,G;C,103,100,0
23/04/2017,0.317,G;C,103,100,0
24/04/2017,0.317,G;C,103,100,0
25/04/2017,0.312,G;C,103,100,0
26/04/2017,0.305,G;C,103,100,0
27/04/2017,0.321,E;C,103,100,0
28/04/2017,0.319,E;C,103,100,0
29/04/2017,0.31,E;C,103,100,0
30/04/2017,0.309,E;C,103,100,0
01/05/2017,0.304,E;C,103,100,0
02/05/2017,0.289,E;C,103,100,0
03/05/2017,0.277,E;C,103,100,0
04/05/2017,0.268,E;C,103,100,0
05/05/2017,0.262,E;C,103,100,0
06/05/2017,0.258,E;C,103,100,0
07/05/2017,0.249,E;C,103,100,0
08/05/2017,0.242,E;C,103,100,0
09/05/2017,0.24,E;C,103,100,0
10/05/2017,0.242,E;C,103,100,0
11/05/2017,0.231,E;C,103,100,0
12/05/2017,0.248,E;C,103,100,0
13/05/2017,0.233,E;C,103,100,0
14/05/2017,0.228,E;C,103,100,0
15/05/2017,0.217,E;C,103,100,0
16/05/2017,0.226,E;C,103,100,0
17/05/2017,0.299,E;C,103,100,0
18/05/2017,0.263,E;C,103,100,0
19/05/2017,0.262,E;C,103,100,0
20/05/2017,0.232,E;C,103,100,0
21/05/2017,0.22,E;C,103,100,0
22/05/2017,0.213,E;C,103,100,0
23/05/2017,0.225,E;C,103,100,0
24/05/2017,0.203,E;C,103,100,0
25/05/2017,0.198,E;C,103,100,0
26/05/2017,0.199,E;C,103,100,0
27/05/2017,0.205,E;C,103,100,0
28/05/2017,0.213,E;C,103,100,0
29/05/2017,0.249,E;C,103,100,0
30/05/2017,0.227,E;C,103,100,0
31/05/2017,0.219,E;C,103,100,0
01/06/2017,0.22,E;C,103,100,0
02/06/2017,0.21,E;C,103,100,0
03/06/2017,0.203,E;C,103,100,0
04/06/2017,0.19,E;C,103,100,0
05/06/2017,0.23,E;C,103,100,0
06/06/2017,0.317,E;C,103,100,0
07/06/2017,0.251,E;C,103,100,0
08/06/2017,0.232,E;C,103,100,0
09/06/2017,0.209,E;C,103,100,0
10/06/2017,0.199,E;C,103,100,0
11/06/2017,0.2,E;C,103,100,0
12/06/2017,0.182,E;C,103,100,0
13/06/2017,0.173,E;C,103,100,0
14/06/2017,0.161,E;C,103,100,0
15/06/2017,0.158,E;C,103,100,0
16/06/2017,0.157,E;C,103,100,0
17/06/2017,0.153,E;C,103,100,0
18/06/2017,0.152,E;C,103,100,0
19/06/2017,0.159,E;C,103,100,0
20/06/2017,0.147,E;C,103,100,0
21/06/2017,0.132,E;C,103,100,0
22/06/2017,0.124,E;C,103,100,0
23/06/2017,0.135,E;C,103,100,0
24/06/2017,0.131,E;C,103,100,0
25/06/2017,0.128,E;C,103,100,0
26/06/2017,0.129,E;C,103,100,0
27/06/2017,0.129,E;C,103,100,0
28/06/2017,0.141,E;C,103,100,0
29/06/2017,0.133,E;C,103,100,0
30/06/2017,0.132,E;C,103,100,0
01/07/2017,0.111,E;C,103,100,0
02/07/2017,0.113,E;C,103,100,0
03/07/2017,0.112,E;C,103,100,0
04/07/2017,0.108,E;C,103,100,0
05/07/2017,0.106,E;C,103,100,0
06/07/2017,0.098,E;C,103,100,0
07/07/2017,0.096,E;C,103,100,0
08/07/2017,0.088,E;C,103,100,0
09/07/2017,0.089,E;C,103,100,0
10/07/2017,0.083,E;C,103,100,0
11/07/2017,0.107,E;C,103,100,0
12/07/2017,0.122,E;C,103,100,0
13/07/2017,0.11,E;C,103,100,0
14/07/2017,0.102,E;C,103,100,0
15/07/2017,0.087,E;C,103,100,0
16/07/2017,0.086,E;C,103,100,0
17/07/2017,0.086,E;C,103,100,0
18/07/2017,0.073,E;C,103,100,0
19/07/2017,0.075,E;C,103,100,0
20/07/2017,0.103,E;C,103,100,0
21/07/2017,0.107,E;C,103,100,0
22/07/2017,0.111,E;C,103,100,0
23/07/2017,0.105,E;C,103,100,0
24/07/2017,0.099,E;C,103,100,0
25/07/2017,0.092,E;C,103,100,0
26/07/2017,0.092,E;C,103,100,0
27/07/2017,0.092,E;C,103,100,0
28/07/2017,0.096,E;C,103,100,0
29/07/2017,0.095,E;C,103,100,0
30/07/2017,0.093,E;C,103,100,0
31/07/2017,0.085,E;C,103,100,0
01/08/2017,0.08,E;C,103,100,0
02/08/2017,0.074,E;C,103,100,0
03/08/2017,0.052,G;C,103,100,0
04/08/2017,0.042,G;C,103,100,0
05/08/2017,0.045,G;C,103,100,0
06/08/2017,0.047,G;C,103,100,0
07/08/2017,0.046,G;C,103,100,0
08/08/2017,0.05,G;C,103,100,0
09/08/2017,0.052,G;C,103,100,0
10/08/2017,0.053,G;C,103,100,0
11/08/2017,0.055,G;C,103,100,0
12/08/2017,0.058,G;C,103,100,0
13/08/2017,0.048,G;C,103,100,0
14/08/2017,0.048,G;C,103,100,0
15/08/2017,0.052,G;C,103,100,0
16/08/2017,0.046,G;C,103,100,0
17/08/2017,0.05,G;C,103,100,0
18/08/2017,0.048,G;C,103,100,0
19/08/2017,0.057,G;C,103,100,0
20/08/2017,0.053,G;C,103,100,0
21/08/2017,0.06,G;C,103,100,0
22/08/2017,0.057,G;C,103,100,0
23/08/2017,0.062,G;C,103,100,0
24/08/2017,0.061,G;C,103,100,0
25/08/2017,0.056,G;C,103,100,0
26/08/2017,0.056,G;C,103,100,0
